"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T8JSL3CT","journalArticle","2022","Gupta, A.; Wowak, A.J.; Boeker, W.","Corporate directors as heterogeneous network pipes: How director political ideology affects the interorganizational diffusion of governance practices","Strategic Management Journal","","","10.1002/smj.3375","https://www.scopus.com/pages/publications/85122667938?origin=resultslist","Research Summary: Scholars have long recognized that interlocking directors act as conduits (or “pipes”) in the interorganizational diffusion of governance practices. Yet, this research generally depicts interlocks as homogenous, overlooking the possibility that directors differ in their beliefs about a given practice. Our study explores this idea in the context of the spread of two practices—lone-insider board structures and CEO-chair separation—across S&P 500 firms from 1997 to 2016. We theorize and show that politically conservative directors are more likely to transmit the lone-insider structure, whereas politically liberal directors are likelier to transmit the CEO-chair separation structure. We further illustrate that these effects are stronger when the focal firm faces shareholder pressure for governance reform, and weaker when the institutional norms curtail director discretion. Managerial Summary: Prior research suggests that corporate directors who sit on multiple boards cause those firms to learn from each other and adopt similar practices. Yet, directors differ in their views on governance practices, which means that they should also differ in their propensity to act as “pipes” in this diffusion process. We argue and show that interlocking directors' political ideologies influence this process, such that conservative directors are likelier to transmit the lone-insider board structure (where the CEO is the only firm employee on the board), whereas liberal directors are likelier to transmit the practice that separates the CEO and board chair roles. These differences are most evident when firms' shareholders exert pressure for governance reform, although they have diminished somewhat since the 2002 Sarbanes-Oxley Act. © 2021 John Wiley & Sons Ltd.","2022","2026-07-20 03:46:14","2026-07-20 03:46:14","","1469-1498","","8","43.0","","Strategic Management Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3P6972E","journalArticle","2017","Burgess, T.F.; Grimshaw, P.; Shaw, N.E.","Diversity of the information systems research field: A journal governance perspective","Information Systems Research","","","10.1287/isre.2016.0657","https://www.scopus.com/pages/publications/85016221415?origin=resultslist","Diversity has attracted much attention within the information systems (IS) field, with literature concentrating on diversity in topics and methods. These constitute two of three identified areas of research field diversity; the little-investigated third area includes demographic and social diversity of researchers. This study explores this gap for researchers comprising the editorial advisory boards (EABs) of 52 IS journals and links the underexplored types of diversity to topic diversity. The journals are categorized into seven intellectual communities, using topic affinity of journal content, and a social network of EAB members constructed from board interlocks. The network structure appears to reflect the topic-based community links. Journal communities are aggregated into two components of the social network: a business-school-related core set of journals and a more diverse computing- and engineering-related periphery. The strong ties at the network center do not necessarily reflect journal status. The observed combination of focus and diversity is consistent with a polycentric view of the IS field. Findings suggest low demographic diversity in the field and that demographic diversity correlates with other types of diversity. The field's separation into business core and computing periphery is highlighted as potentially challenging to the IS field's identity. © 2016 INFORMS.","2017","2026-07-20 03:46:14","2026-07-20 03:46:14","","5-21","","1","28.0","","Information Systems Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M52RHM5N","journalArticle","2016","Lu, Y.; Shailer, G.; Wilson, M.","Corporate Political Donations: Influences from Directors’ Networks","Journal of Business Ethics","","","10.1007/s10551-014-2458-3","https://www.scopus.com/pages/publications/84916888607?origin=resultslist","Motivated by contemporary debates concerning whether directors inappropriately deploy corporate funds for corporate political donations and the limited research into managerial influence on corporate political donations, we examine the impact of director influences from a network perspective. Using a sample of large listed Australian corporations and their political party donation activity during 2000–2007, we find that both the professional and non-professional networks of directors influence corporate political donations. We observe these influences in relation to donations at the federal and state levels, and with respect to the choice of recipient political parties. © 2014, Springer Science+Business Media Dordrecht.","2016","2026-07-20 03:46:14","2026-07-20 03:46:14","","461-481","","3","135.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEZEH5A2","journalArticle","1996","Davis, G.F.","The Significance of Board Interlocks for Corporate Governance","Corporate Governance: An International Review","","","10.1111/j.1467-8683.1996.tb00144.x","https://www.scopus.com/pages/publications/0346028039?origin=resultslist","Boards of directors of large American corporations are marked by a surprising degree of overlap in their memberships. The median Fortune 500 firm ""interlocked"" (shared directors) with seven other large firms during the mid-1980s, although this prevalence dropped slightly by the mid-1990s. In contrast to Japan, interlocks among American firms are rarely linked to banking relationships or vertical (buyer-supplier) relationships; rather, they reflect the embeddedness of corporate governance in social structures (e.g., friendship or other ties). Recent empirical research has linked interlocks to almost every important aspect of corporate governance, from executive compensation to strategies for takeovers and defending against takeovers. These findings suggest that proposals for reforming boards of directors through changing incentive structures (e.g., paying directors in equity rather than cash) are likely to have little effect because they misconstrue the role of the board as a social institution.","1996","2026-07-20 03:46:14","2026-07-20 03:46:14","","154-159","","3","4.0","","Corporate Governance: An International Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PAS6SNS","journalArticle","2020","Hamdi, N.; Gallali, M.I.","Entrenchment, director' networks, and CEO compensation","International Journal of Entrepreneurship and Small Business","","","10.1504/ijesb.2020.104239","https://www.scopus.com/pages/publications/85077336888?origin=resultslist","This paper examines the relationship between CEO compensation and the hypothesis of entrenchment according to the two approaches of governance (disciplinary and cognitive); a model is developed and tested. Based on a sample of 130 Canadian companies, composing the Toronto stock index S&P /TSX cover the period from 2005 to 2015, we examine whether networks are built for reasons of information gathering or for the accumulation of managerial influence. Our results suggest that in Canada the executive's network (centrality degree), in our case, enable the CEO to obtain higher compensation. © 2020 Inderscience Enterprises Ltd.","2020","2026-07-20 03:46:14","2026-07-20 03:46:14","","2-26","","1-2","39.0","","International Journal of Entrepreneurship and Small Business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83B75XEX","journalArticle","2006","Markarian, G.; Parbonetti, A.; Previts, G.J.","Circumstances relating to interlocking directorates in Italy: An exploratory study","Corporate Ownership and Control","","","","https://www.scopus.com/pages/publications/84888617354?origin=resultslist","Despite a large body of research in the management, accounting, economics, and finance literatures, the relationship between board composition and firm performance is still controversial and ripe for debate (for a recent study, see Boone et al., 2004). Utilizing the theoretical approach of Zahra and Pearce (1989) that identifies the three key roles of the board as oversight, strategy, and service, we examine the effects of having board interlocks between an industrial firm and of financial services firm, and firm characteristics. Using publicly available data on all listed Italian firms for the year 2001, we find that for industrial firms, there is a positive relationship between the number of board interlocks with a bank and current year return on assets, however, the opposite is true for financial services firms. Finally, we find no relationship between interlocking directorates with banks and firm capital structure.","2006","2026-07-20 03:46:14","2026-07-20 03:46:14","","192-204","","2 B","4.0","","Corporate Ownership and Control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7W8EU3X","journalArticle","2024","Benischke, M.H.; Bhaskarabhatla, A.; Singh, R.","The Effect of Incoming Board Interlocks With Public Firms on Private Firms’ Survival: Large-Scale Evidence From India","Journal of Management","","","10.1177/01492063231164971","https://www.scopus.com/pages/publications/85153771407?origin=resultslist","How private firms can overcome their unique governance challenges remains an important but understudied topic. Using novel data on more than 28,000 private firms in India from 1988 to 2017, we examine whether private firms can improve their survival prospects by having board interlocks with public firms and, specifically, interlocks whereby a public firm director subsequently joins the private firm's board. In our data, we found a U-shaped relationship between the number of incoming board interlocks and the probability of private firm exit. We also found that board interlocks formed by public firm directors of public firms audited by Big Four companies improve private firms’ survival more than other interlocks, consistent with the notion that such interlocks improve monitoring at private firms. Overall, our study points toward the importance of considering the role of incoming board interlocks when explaining private firm survival. © The Author(s) 2023.","2024","2026-07-20 03:46:14","2026-07-20 03:46:14","","1939-1971","","5","50.0","","Journal of Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L4DQD7G","journalArticle","2010","Stuart, T.E.; Yim, S.","Board interlocks and the propensity to be targeted in private equity transactions","Journal of Financial Economics","","","10.1016/j.jfineco.2010.03.012","https://www.scopus.com/pages/publications/77952671892?origin=resultslist","We examine how board networks affect change-of-control transactions by investigating whether directors' deal exposure acquired through board service at different companies affect their current firms' likelihood of being targeted in a private equity-backed, take-private transaction. In our sample of all US publicly traded firms in 2000-2007, we find that companies which have directors with private equity deal exposure gained from interlocking directorships are approximately 42% more likely to receive private equity offers. The magnitude of this effect varies with the influence of directors on their current boards and the quality of these directors' previous take-private experience, and it is robust to the most likely classes of alternative explanations-endogenous matching between directors and firms and proactive stacking of board composition by management. The analysis shows that board members and their social networks influence which companies become targets in change-of-control transactions. © 2010 Elsevier B.V.","2010","2026-07-20 03:46:14","2026-07-20 03:46:14","","174-189","","1","97.0","","Journal of Financial Economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YEUSTW9M","journalArticle","2012","Santos, R.L.; da Silveira, A.D.M.; Barros, L.A.","Board Interlocking in Brazil: Directors' Participation in Multiple Companies and Its Effect on Firm Value and Profitability","Latin American Business Review","","","10.1080/10978526.2012.673419","https://www.scopus.com/pages/publications/84860812878?origin=resultslist","This article investigates the simultaneous participation of directors in 320 Brazilian-listed companies in 2001, 2003, and 2005. Our results show that interlocking directorates are a common practice in Brazil. Firm value is, on average, negatively impacted by interlocking directorships, especially in firms in which a majority of directors hold three or more board positions. We also find evidence of a nonlinear relationship between interlocking and return on assets, consistent with the hypothesis that low and moderate levels of this practice may be beneficial to a company, while a high degree of interconnectedness among directors is likely to hurt performance. © 2012 Copyright Taylor and Francis Group, LLC.","2012","2026-07-20 03:46:14","2026-07-20 03:46:14","","1-28","","1","13.0","","Latin American Business Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"626MULSA","journalArticle","2008","Pignatel, I.","Directors: Geographical and industry specialization?","EuroMed Journal of Business","","","10.1108/14502190810873830","https://www.scopus.com/pages/publications/84941635550?origin=resultslist","Purpose – The early literature on specific networks of non-executive directors has shown that directors are both information sources and have specific competences. The focus of this paper is to study the specialization of directors with multiple mandates. Is the information held by directors specific in terms of geographical areas or industrial sectors? Design/methodology/approach – The Dafsalien database is used for the year 2003 on the 500 largest French groups. For each member of a sub-group referred to as the “inner circle”, it was determined whether their mandates were held in French or foreign entities, and in which business sector. Findings – Geographical specialization could not be validated, but industrial specialization is proven. Boards are made up of industry specialists and those groups benefit from a clear experience curve. Practical implications – This paper brings a new approach to the analysis of directors’ networks. Originality/value – The paper questions the relevance of the quest for independent directors and the limitation of mandates. On one hand directors with multiple mandates do bring an added value to boards; on the other hand their presence is limited by law and regulation. Should regulation on corporate governance lay down unrealistic rules or combine with business reality? © Emerald Group Publishing Limited.","2008","2026-07-20 03:46:14","2026-07-20 03:46:14","","83-98","","1","3.0","","EuroMed Journal of Business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IC84G96","journalArticle","2022","Mateos de Cabo, R.; Grau, P.; Gimeno, R.; Gabaldón, P.","Shades of Power: Network Links with Gender Quotas and Corporate Governance Codes","British Journal of Management","","","10.1111/1467-8551.12454","https://www.scopus.com/pages/publications/85099275561?origin=resultslist","This study analyses the impact of political and regulatory pressures to increase the influence of women within the European board of directors’ network. To accomplish this, we used a longitudinal approach, tracking two centrality measures of a European directors’ network from 1999 to 2014. The network comprised publicly listed firms in 37 European countries, resulting in an extensive sample of 71,300 directors, of which around 10% were women. Governments promoting gender diversity in leadership positions have focused on two solutions: a slow track using voluntary approaches versus a fast track pushing for binding legislation. The panel data analysis shows how voluntary approaches to promote gender diversity, as implemented through corporate governance codes, have a positive and significant relationship with the ‘closeness’ of women to other directors in the network (i.e. their access to information). In contrast, binding legislation, such as gender quotas, increases women's role as unique ‘bridges’ between sub-networks – a result that serves to heighten their ‘betweenness’ centrality (i.e. their control over information). © 2021 The Authors. British Journal of Management published by John Wiley & Sons Ltd on behalf of British Academy of Management.","2022","2026-07-20 03:46:14","2026-07-20 03:46:14","","703-723","","2","33.0","","British Journal of Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QV7CNFVC","journalArticle","2010","Shao, G.","The effects of board structure on media companies’ performance: A stakeholder perspective","Journal of Media Business Studies","","","10.1080/16522354.2010.11073508","https://www.scopus.com/pages/publications/85007843921?origin=resultslist","This article examined the effects of board structure of American media companies on their performance from a stakeholder perspective. Results showed that both the level of board interlocks and the proportion of non-independent directors on the board were positively associated with corporate performance, as measured by return on assets and return on equity. Results also showed that the adoption of staggered boards had a positive effect on return on assets of media companies. However, this study did not find any relationship between board size and firm performance within media industries. © 2010 Journal of Media Business Studies.","2010","2026-07-20 03:46:14","2026-07-20 03:46:14","","1-16","","3","7.0","","Journal of Media Business Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62M36SYU","journalArticle","2023","Caiazza, R.; Phan, P.H.; Simoni, M.","Theoretical and empirical differences between the interlocked boards of family and non-family firms","Journal of Family Business Strategy","","","10.1016/j.jfbs.2022.100518","https://www.scopus.com/pages/publications/85135835612?origin=resultslist","Class hegemony and resource dependence are the traditional perspectives used to explain interlocking directorate formation in publicly listed corporations. A subset of these corporations, family firms, are different because their governance involves non-economic interests. There are few empirical validations of these perspectives for family firms. Through a 16 semi-annual period longitudinal comparison of non-financial family and non-family Italian firms, we show that the traditional perspectives partially explain board formation in family businesses while other considerations such as family ties provide a more complete picture. Over the same period, we find that family and non-family firm interlocks evolve differently, suggesting refinements on theories of board interlocks for family firms. © 2022 Elsevier Ltd","2023","2026-07-20 03:46:14","2026-07-20 03:46:14","","","","2","14.0","","Journal of Family Business Strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NK2IIKBC","journalArticle","2014","Bellenzier, L.; Grassi, R.","Interlocking directorates in Italy: persistent links in network dynamics","Journal of Economic Interaction and Coordination","","","10.1007/s11403-013-0119-8","https://www.scopus.com/pages/publications/84908158501?origin=resultslist","In this work we study the time evolution of interlocking directorates in Italy from 1998 to 2011 by means of dynamical networks. Our purpose is to assess if in Italy there is a connected and stable structure, due to the presence of directors with multiple mandates, like it happens in the German case. We find a very cohesive network structure, due to the presence of a few directors with multiple assignments and, unlike the German case, this structure is stable, but not connected. Moreover we propose an alternative approach to investigate the dynamics, based on temporal networks, in order to quantify the variation of links in a certain time period. We construct a unique cumulative network, where nodes are companies and the existence of an edge is related with the persistence in time of an interlock between two companies. This persistence is due on the one hand to the ownership of a few family firms, and on the other hand to cross-shareholdings between companies. To complete the analysis we also investigate whether the link stability results from the appointments of the same director or from the stepping in/out of different directors. © 2013, Springer-Verlag Berlin Heidelberg.","2014","2026-07-20 03:46:14","2026-07-20 03:46:14","","183-202","","2","9.0","","Journal of Economic Interaction and Coordination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJEMYQVM","journalArticle","2011","Renneboog, L.; Zhao, Y.","Us knows us in the UK: On director networks and CEO compensation","Journal of Corporate Finance","","","10.1016/j.jcorpfin.2011.04.011","https://www.scopus.com/pages/publications/79960934529?origin=resultslist","We analyze the relation between CEO compensation and networks of executive and non-executive directors for all listed UK companies over the period 1996-2007. We examine whether networks are built for reasons of information gathering or for the accumulation of managerial influence. Both indirect networks (enabling directors to collect information) and direct networks (leading to more managerial influence) enable the CEO to obtain higher compensation. Direct networks can harm the efficiency of the remuneration contracting in the sense that the performance sensitivity of compensation is then lower. We find that in companies with strong networks and hence busy boards the directors' monitoring effectiveness is reduced which leads to higher and less performance-sensitive CEO compensation. Our results suggest that it is important to have the 'right' type of network: some networks enable a firm to access valuable information whereas others can lead to strong managerial influence that may come at the detriment of the firm and its shareholders. We confirm that there are marked conflicts of interest when a CEO increases his influence by being a member of board committees (such as the remuneration committee) as we observe that his or her compensation is then significantly higher. We also find that hiring remuneration consultants with sizeable client networks also leads to higher CEO compensation especially for larger firms. © 2011 Elsevier B.V.","2011","2026-07-20 03:46:14","2026-07-20 03:46:14","","1132-1157","","4","17.0","","Journal of Corporate Finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEXN4EPR","journalArticle","2024","Edacherian, S.; Richter, A.; Karna, A.; Gopalakrishnan, B.","Connecting the right knots: The impact of board committee interlocks on the performance of Indian firms","Corporate Governance: An International Review","","","10.1111/corg.12523","https://www.scopus.com/pages/publications/85150868410?origin=resultslist","Research Question/Issue: Information processing, agency, and resource dependence perspectives provide diverging predictions regarding the relationship between board interlocks and firm performance, which are rooted in different perspectives on the roles of boards of directors. This study argues that these various approaches are reconcilable when considering the nature of board committees to which the interlocked directors are assigned. Research Findings/Insights: We test our hypotheses on a sample of 5133 firm-year observations in India. Our analyses support our hypotheses. The results show that interlocks between audit committees, whose primary function relates to providing financial oversight and ensuring compliance, are negatively related to firm performance. In contrast, interlocks between nomination and remuneration committees of Indian firms, which provide them with access to resources such as human capital and information on appropriate incentive structures, are positively related to performance. Theoretical/Academic Implications: Our study clarifies the relationship between board committee interlocks and firm performance by taking a multi-theoretical perspective. Our analysis suggests that information processing, agency, and resource dependence theories complement one another in explaining the effect of interlocks on firm performance. Practitioner/Policy Implications: Our results show that it is not board interlocks per se that are detrimental to firm performance; in fact, appointing well-connected directors with experience in serving on other boards might be beneficial for firms. However, firms should not assign specific monitoring-intensive tasks such as auditing to directors who also serve on other firms' audit committees. Our findings suggest that these directors should have greater independence and focus. © 2023 The Authors. Corporate Governance: An International Review published by John Wiley & Sons Ltd.","2024","2026-07-20 03:46:14","2026-07-20 03:46:14","","135-155","","1","32.0","","Corporate Governance: An International Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
